title,pmc_url,pmcid,pmid,pub_year,found_accessions_text,mission_terms_text,organism_terms_text,assay_terms_text,validated_datasets,fallback_osdr_candidates,pubmed_meta
Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,PMC11988970,,2025,,shuttle,;Mice;Mouse;mice;mouse;s,Metabolomic;Metabolomics;metabolomics;transcriptomic,[],[],{}
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,PMC8754149,,2022,,ISS,Arabidopsis thaliana,metabolomic;metabolomics;transcriptomic,[],[],{}
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,PMC8875396,,,GLDS-290,ISS,Saccharomyces cerevisiae,Proteomics;y,[],[],{}
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,PMC9258157,,,GLDS-69,ISS,,metabolomic;microarray;y,[],[],{}
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,PMC9503880,,,,ISS,,,[],[],{}
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,PMC9743659,,,GLDS-252,ISS,,Proteomics,[],[],{}
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,PMC10233975,,,,ISS;shuttle,,RNAseq,[],[],{}
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,PMC10308117,,2023,,ISS,,y,[],[],{}
Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,PMC10715203,,2023,,ISS,,,[],[],{}
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,PMC10628120,,,,ISS,,y,[],[],{}
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,PMC10960378,,,,ISS;shuttle,,,[],[],{}
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,PMC10628120,,,,ISS,,y,[],[],{}
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,PMC11451251,,,,ISS,,metabolomics;proteomic;proteomics;transcriptomics,[],[],{}
Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/,PMC5523082,,,,,,y,[],[],{}
Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012–2018).,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/,PMC6590338,,,,,,,[],[],{}
Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/,PMC6036641,,2018,,RR15007,,,[],[],{}
Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/,PMC6599637,,2019,,RR15216,mice,Metabolomics;Proteomics,[],[],{}
The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/,PMC8274610,,2021,,,,,[],[],{}
Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/,PMC8131644,,,,ISS;RR-9;RR14400;RR15216;RR9;Rodent Research;Rodent research;Shuttle;shuttle,;Mice;Mouse;mice;mouse;s,Metabolomics;Proteomic;Proteomics;proteomic;proteomics;y,[],[],{}
αKlotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/,PMC9163032,,2022,,ISS;Rodent Research,mice,,[],[],{}
Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/,PMC5568470,,,,,,,[],[],{}
"Transcriptomics, NF-κB Pathway, and Their Potential Spaceflight-Related Health Consequences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/,PMC5485990,,2017,,ISS;RR2423;RR2605;RR3397;Shuttle,;Mice;Mouse;mice;mouse;s,Metabolomics;Microarray;Proteomic;Transcriptomics;transcriptomics,[],[],{}
Interplay of space radiation and microgravity in DNA damage and DNA damage response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/,PMC5460239,,2017,,ISS;RR0596;RR1682;RR2646;RR3304;Shuttle;shuttle,;Saccharomyces cerevisiae;mice;mouse;s,,[],[],{}
"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/,PMC6275019,,2018,,ISS;RR2160;RR3031;RR3304,;mice;mouse,,[],[],{}
Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/,PMC5397022,,2017,GLDS-38,,Arabidopsis Thaliana;Arabidopsis thaliana,Proteomic;Proteomics;RNAseq;proteomic;proteomics;transcriptomic;y,[],[],{}
Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/,PMC7251690,,,GLDS-38,ISS,Arabidopsis thaliana;mouse,Microarray;Proteomic;Proteomics;RNA-Seq;RNA-seq;RNAseq;Transcriptomics;microarray;proteomic;proteomics;transcriptomic,[],[],{}
Mitigation and use of biofilms in space for the benefit of human space exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/,PMC10284894,,,,ISS;RR1330;Shuttle,;Drosophila;Saccharomyces cerevisiae;mice;mouse;s;zebrafish,Metabolomic;Microarray;Proteomic;Transcriptomic;metabolomic;proteomic;proteomics;transcriptomic,[],[],{}
Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,PMC10030976,,,,ISS;iss,Saccharomyces cerevisiae,,[],[],{}
Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,PMC8421509,,,,ISS,Drosophila,y,[],[],{}
Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts’ Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/,PMC9964234,,,GLDS-174,ISS,mouse,Microarray;RNA-seq;metabolomic;microarray;proteomic;transcriptomic,[],[],{}
"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10793275/,PMC10793275,,2024,,,,Microarray,[],[],{}
Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4116675/,PMC4116675,,2014,,,,,[],[],{}
Burn injury-associated MHCII(+) immune cell accumulation around lymphatic vessels of the mesentery and increased lymphatic endothelial permeability are blocked by doxycycline treatment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810432/,PMC5810432,,2017,,,s,,[],[],{}
CubeSats for microbiology and astrobiology research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10261121/,PMC10261121,,2011,,ISS,,metabolomic;proteomic;transcriptomic;y,[],[],{}
In situ resource utilisation: The potential for space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,PMC8739323,,2022,,ISS,,Metabolomic;metabolomic,[],[],{}
The smallest space miners: Principles of space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,PMC8739323,,2022,,ISS,,Metabolomic;metabolomic,[],[],{}
"Simulated micro-, lunar, and Martian gravities on Earth—effects on Escherichia coli growth, phenotype, and sensitivity to antibiotics.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9502502/,PMC9502502,,,,ISS;Shuttle;shuttle,,y,[],[],{}
Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10432549/,PMC10432549,,2023,OSD-554;OSD-627,ISS,,Proteomic;RNA-Seq;RNA-seq;Transcriptomic;microarray;proteomic;proteomics;transcriptomic;transcriptomics;y,[],[],{}
Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261848/,PMC7261848,,2020,GLDS-265,ISS;Shuttle,Drosophila;mice,y,[],[],{}
Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537831/,PMC8537831,,,GLDS-412;GLDS-413;GLDS-414,ISS,Arabidopsis thaliana,Metabolomics,[],[],{}
Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8879990/,PMC8879990,,,,ISS;RR15366,Arabidopsis thaliana,RNAseq,[],[],{}
Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/,PMC10472590,,2023,,,,,[],[],{}
Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999716/,PMC11999716,,2025,,,,metabolomic,[],[],{}
"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11969330/,PMC11969330,,2025,,,,y,[],[],{}
37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11940681/,PMC11940681,,2025,OSD-489;OSD-804,Bion-M 1;ISS;RR-1;RR1463;Rodent Research;Shuttle,;Mice;Mouse;mice;mouse;s,Proteomics;y,[],[],{}
Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11941215/,PMC11941215,,,OSD-738;OSD-751;OSD-752,ISS;RR-1;RR1;RR1263;RR14843;RR9;Rodent Research;SpaceX-12;SpaceX-4;shuttle,Mice;Mouse;mice;mouse,,[],[],{}
Immunization induces inflammation in the mouse heart during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11892206/,PMC11892206,,2025,,ISS;RR-12,Mice;Mouse;mice;mouse,RNA-seq;RNAseq;Transcriptomic;Transcriptomics;transcriptomic;transcriptomics,[],[],{}
Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11748630/,PMC11748630,,,OSD-137;OSD-168;OSD-47;OSD-48,ISS;RR-1;RR-3;RR1;Rodent Research;rodent research,Mouse;mice;mouse,RNA-Seq;RNA-seq;proteomic;transcriptomic;transcriptomics;y,[],[],{}
Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11659408/,PMC11659408,,2024,,ISS;RR14400,;mice;mouse;s,,[],[],{}
NASA open science data repository: Open science for life in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701653/,PMC11701653,,2025,,,,,[],[],{}
Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11593819/,PMC11593819,,,OSD-758;OSD-759,ISS,Mice;Mouse;mice;mouse;s,Proteomic;RNA-Seq;RNA-seq;RNAseq;Transcriptomic;transcriptomic;y,[],[],{}
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,PMC11477029,,2024,,ISS,,Transcriptomics;transcriptomic;transcriptomics,[],[],{}
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,PMC11487192,,2007,,,;Drosophila;mice;mouse;s,y,[],[],{}
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,PMC11484870,,2003,,,,,[],[],{}
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,PMC11451251,,,,ISS,,metabolomics;proteomic;proteomics;transcriptomics,[],[],{}
Celebrating 30 years of access to NASA space life sciences data.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,PMC11403809,,,,Shuttle,,,[],[],{}
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,PMC11386075,,,GLDS-623;OSD-694,ISS;Shuttle;SpaceX-17;SpaceX-19;SpaceX16;shuttle,,y,[],[],{}
Spaceflight alters host-gut microbiota interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,PMC11362537,,,OSD-245;OSD-247;OSD-249,ISS;RR-1;RR-5;RR-6;RR1;RR3;RR6;Rodent Research;Shuttle;SpaceX-13;rodent research,;Mouse;mice;mouse;s,RNA-Seq;RNA-seq;RNASeq;metabolomic;metabolomics;proteomic;transcriptomic;transcriptomics,[],[],{}
Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339457/,PMC11339457,,2024,,ISS;SpaceX-20;shuttle,;mice;mouse,Metabolomic;RNA-Seq;proteomics;transcriptomic,[],[],{}
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,PMC11324864,,2024,,ISS;shuttle,mice;mouse,RNA-seq;metabolomics;microarray;transcriptomic;transcriptomics,[],[],{}
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,PMC11353732,,,,ISS;Shuttle,;Mouse;mice;mouse;s,RNA-seq;RNAseq;transcriptomic;transcriptomics,[],[],{}
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,PMC11271499,,2024,,RR-1;RR-18;RR-9;RR14754;RR2821;rodent research,;Mice;mice;mouse;s,,[],[],{}
